id,text,cleaned_text,label_name,label
1987,i am not big on mexican food . i like gourmet enchiladas  though,i am not big on mexican food . i like gourmet enchiladas though,Not HS,0
1988,hi hunter . would you tell me what happened at lee circle ? what was that about and who is the idiot wearing the tin can ?,hi hunter . would you tell me what happened at lee circle ? what was that about and who is the idiot wearing the tin can ?,Implicit HS,2
1989,white vs jew : stark contrast of phenotypes,white vs jew : stark contrast of phenotypes,Implicit HS,2
1990,"no, you are vermin and will be exterminated #bacon","no, you are vermin and will be exterminated bacon",Implicit HS,2
1991,them ? say you love white people and white lives matter too .,them ? say you love white people and white lives matter too .,Not HS,0
1992,"you must be the arithmetic man; you add trouble, subtract pleasure, divide attention, and multiply ignorance.","you must be the arithmetic man; you add trouble, subtract pleasure, divide attention, and multiply ignorance.",Implicit HS,2
1993,so there is a pro-white and anti-white side . i choose pro .,so there is a pro-white and anti-white side . i choose pro .,Implicit HS,2
1994,put mexican hats on the machines and drive on,put mexican hats on the machines and drive on,Implicit HS,2
1995,we'll any less than three and it's a failure . i'm a year older than you . i'm gonna have some soon .,we'll any less than three and it's a failure . i'm a year older than you . i'm gonna have some soon .,Not HS,0
1996,"icymi: obama refused to deport 820k illegal aliens guilty of murder, rape, drug offenses, & more via","icymi: obama refused to deport 820k illegal aliens guilty of murder, rape, drug offenses, & more via",Implicit HS,2
1997,or is it because he supports a white president that people claim is racist with no proof ?,or is it because he supports a white president that people claim is racist with no proof ?,Not HS,0
1998,golden dawn first with 555 % on the athens municipality via,golden dawn first with 555 % on the athens municipality via,Not HS,0
1999,its okay to be white .,its okay to be white .,Implicit HS,2
2000,"pelosi is not a human being not sure what she is, but human she is not. look at swamp creatures category, ask mulder.","pelosi is not a human being not sure what she is, but human she is not. look at swamp creatures category, ask mulder.",Explicit HS,1
2001,when are we as americans going to show these allah faggots what pain and death look like .,when are we as americans going to show these allah faggots what pain and death look like .,Explicit HS,1
2002,hooray for ! ignore the racist hate group called fair . your constituent thanks you . ( seriously  why are they always in my tl ? ),hooray for ! ignore the racist hate group called fair . your constituent thanks you . ( seriously why are they always in my tl ? ),Not HS,0
2003,iceland is a lily white ethnostate compared to sweden,iceland is a lily white ethnostate compared to sweden,Not HS,0
2004,putin discusses the impending genocide of the white race,putin discusses the impending genocide of the white race,Implicit HS,2
2005,better be ready to ban islam #demexit #dnc loves sharia law oppression of women killing women,better be ready to ban islam demexit dnc loves sharia law oppression of women killing women,Explicit HS,1
2006," in the south  "" bless your heart "" "" is a form of sarcasm meaning the opposite . """," in the south "" bless your heart "" "" is a form of sarcasm meaning the opposite . """,Not HS,0
2007,are you fucking racist and high? that kid was pummeled beyond belief by pigs. they deserve j,are you fucking racist and high? that kid was pummeled beyond belief by pigs. they deserve j,Implicit HS,2
2008,"  "" : californias hispanic population to outnumber whites by end of 2013 ! read more : "" "" ; """," "" : californias hispanic population to outnumber whites by end of 2013 ! read more : "" "" ; """,Not HS,0
2009,why cant you clean the yamuna ? i asked an engineer of the delhi jal board ( djb ) . a complex issue  sir ... all ...,why cant you clean the yamuna ? i asked an engineer of the delhi jal board ( djb ) . a complex issue sir ... all ...,Not HS,0
2010,islam is threat to whole world wake up leaders ! those who appease them do it at your own peril ! ban islam !,islam is threat to whole world wake up leaders ! those who appease them do it at your own peril ! ban islam !,Implicit HS,2
2011,you have more racist and words than her,you have more racist and words than her,Not HS,0
2012,black / puerto rican . interestingly enough though my dna test had a lot of european descent in there,black / puerto rican . interestingly enough though my dna test had a lot of european descent in there,Not HS,0
2013,it's clearly far majority white,it's clearly far majority white,Not HS,0
2014,identity defies the global marketplace by at -,identity defies the global marketplace by at -,Not HS,0
2015," rt pm modi said in boribali  mumbai rally  "" do you know the real meaning of ' ncp ' . ncp means "" "" naturally corrupt party "" "" """," rt pm modi said in boribali mumbai rally "" do you know the real meaning of ' ncp ' . ncp means "" "" naturally corrupt party "" "" """,Not HS,0
2016,what happened to sap ? the german fathers of sap will son kick u out  sap guy .,what happened to sap ? the german fathers of sap will son kick u out sap guy .,Not HS,0
2017,there is nothing more american than white nationalism .,there is nothing more american than white nationalism .,Not HS,0
2018,antifa commissar here . i love to punch paid crisis actors . but when it's all over  i like to strip down,antifa commissar here . i love to punch paid crisis actors . but when it's all over i like to strip down,Not HS,0
2019,"haha that would be awesome and suicide for what's left of the libs do it, smaller govt is good for all .. jus sayin #maga","haha that would be awesome and suicide for what's left of the libs do it, smaller govt is good for all .. jus sayin maga",Implicit HS,2
2020,as for flynn  i take it as a sign that trump's lack of loyalty to people around him is starting to catch up with him,as for flynn i take it as a sign that trump's lack of loyalty to people around him is starting to catch up with him,Not HS,0
2021,the ' greatest generation ' are an over rated bunch of cucks who went to sleep on the job and put us into this situation .,the ' greatest generation ' are an over rated bunch of cucks who went to sleep on the job and put us into this situation .,Not HS,0
2022,makes me racist too  i guess .,makes me racist too i guess .,Not HS,0
2023,their moral code only applies to white people . whether they know it or not they are anti-white . they somehow don't notice their own double standard .,their moral code only applies to white people . whether they know it or not they are anti-white . they somehow don't notice their own double standard .,Implicit HS,2
2024,: cnn wants black people to think the president is racist . look around you  your,: cnn wants black people to think the president is racist . look around you your,Not HS,0
2025,"  "" no control over optics "" "" in circumstances lk this  the un """," "" no control over optics "" "" in circumstances lk this the un """,Not HS,0
2026,anybody who really cares about women would never advocate abortion !,anybody who really cares about women would never advocate abortion !,Not HS,0
2027,deport him to guantanamo. he won't come back for an 8 th time.,deport him to guantanamo. he won't come back for an 8 th time.,Implicit HS,2
2028," heidi cruz supports merging the us with mexico so that employers can have  "" rapid access to a larger pool of skilled labor "" "" #cruzcrew """," heidi cruz supports merging the us with mexico so that employers can have "" rapid access to a larger pool of skilled labor "" "" cruzcrew """,Implicit HS,2
2029,technically  the kkk commits no crimes . they are fans of pointy hoods and corporate veils . your point is strawman .,technically the kkk commits no crimes . they are fans of pointy hoods and corporate veils . your point is strawman .,Not HS,0
2030," splc's mark potok : donald trump is a  "" racist  "" "" has "" "" white nationalist positions "" "" via """," splc's mark potok : donald trump is a "" racist "" "" has "" "" white nationalist positions "" "" via """,Not HS,0
2031,islamaphobia is symptom of islamic terrorism ! kill terrorism & muslims will kill islamaphobia ! it's up 2 them,islamaphobia is symptom of islamic terrorism ! kill terrorism & muslims will kill islamaphobia ! it's up 2 them,Implicit HS,2
2032," they should be straighr to the point and say  "" white people  we want you to die out & replace you with low-iq slave workers "" "" """," they should be straighr to the point and say "" white people we want you to die out & replace you with low-iq slave workers "" "" """,Explicit HS,1
2033,it's too bad that neocons won't allow white people to feel the same way without getting called ugly epithets .,it's too bad that neocons won't allow white people to feel the same way without getting called ugly epithets .,Implicit HS,2
2034," with cute little phrases like  "" normie "" "" that imply everyone can just be awoken to revolutionary ideologi """," with cute little phrases like "" normie "" "" that imply everyone can just be awoken to revolutionary ideologi """,Not HS,0
2035,antifa is code word for anti-white #whitegenocide #berkeley,antifa is code word for anti-white whitegenocide berkeley,Implicit HS,2
2036,as power slips away  cuckservatives and alt-right trolls are exchanging places in real time :,as power slips away cuckservatives and alt-right trolls are exchanging places in real time :,Not HS,0
2037,the way things are going even europe wont be white  dont play stupid,the way things are going even europe wont be white dont play stupid,Implicit HS,2
2038,it is not racist and you are not a hate group if you believe in following federal immigration law . #commonsense #illegalimmigration,it is not racist and you are not a hate group if you believe in following federal immigration law . commonsense illegalimmigration,Not HS,0
2039,when there is literally any systemic violence against white people in north america we can talk .,when there is literally any systemic violence against white people in north america we can talk .,Not HS,0
2040,are you a student and sick of the #antiwhite message on campus ? join us . #projectsiege #identityevropa,are you a student and sick of the antiwhite message on campus ? join us . projectsiege identityevropa,Not HS,0
2041,if rubio has kyl and kay bailey on board you know it's amnesty .,if rubio has kyl and kay bailey on board you know it's amnesty .,Not HS,0
2042,protest the splc again  and see if antifa don't react .,protest the splc again and see if antifa don't react .,Not HS,0
2043,right . whites allowed us to take over all their important institutions  and whine about it .,right . whites allowed us to take over all their important institutions and whine about it .,Not HS,0
2044,the real hate crime is letting feral beasts prey on our people while the unknown sire sits in his sec-8,the real hate crime is letting feral beasts prey on our people while the unknown sire sits in his sec-8,Implicit HS,2
2045,why #religionofpeace kill muslims ...,why religionofpeace kill muslims ...,Implicit HS,2
2046,y'all say the tea party is racist which is another lie !,y'all say the tea party is racist which is another lie !,Not HS,0
2047," rt  "" no modi wave "" "" ~ omar fools will feel there is no modi wave "" "" ~ omar """," rt "" no modi wave "" "" ~ omar fools will feel there is no modi wave "" "" ~ omar """,Not HS,0
2048,angry white and proud : new documentary on english nationalism ( video ) | more :,angry white and proud : new documentary on english nationalism ( video ) | more : ,Not HS,0
2049,it is correct . conservatism is not and neither has it ever been anything more than enlightmen larping,it is correct . conservatism is not and neither has it ever been anything more than enlightmen larping,Implicit HS,2
2050,racist . ... lol !,racist . ... lol !,Not HS,0
2051,trump didnt visit the warsaw ghetto monument  and some polish jews are upset | jewish telegraphic agency,trump didnt visit the warsaw ghetto monument and some polish jews are upset | jewish telegraphic agency,Not HS,0
2052,how's the white nationalists treating you ? #bannon got your back  huh ?,how's the white nationalists treating you ? bannon got your back huh ?,Not HS,0
2053,: jared kushner is sabotaging the trump administration via,: jared kushner is sabotaging the trump administration via,Not HS,0
2054,utah guardsman dismissed for objection to gay marriage . :,utah guardsman dismissed for objection to gay marriage . :,Not HS,0
2055,electronic hardware import from china must be immediately stopped in favor of indigenous items .,electronic hardware import from china must be immediately stopped in favor of indigenous items .,Not HS,0
2056,a few years from now  the pundits will be citing trump winning the south as a warning sign that something big was about to happen,a few years from now the pundits will be citing trump winning the south as a warning sign that something big was about to happen,Not HS,0
2057,i know you're ms white and proper but just remembered what your forefathers did to the native americans ftrump !,i know you're ms white and proper but just remembered what your forefathers did to the native americans ftrump !,Not HS,0
2058,well dont do it but dont expect evolved people not to you fkg neanderthal,well dont do it but dont expect evolved people not to you fkg neanderthal,Implicit HS,2
2059,why don't you tell us ? i'm sure it will be wonderful pr . go on .,why don't you tell us ? i'm sure it will be wonderful pr . go on .,Not HS,0
2060,that is funny ... because what you call integrity  i call low iq bs . same for antifa  etc . it is part of,that is funny ... because what you call integrity i call low iq bs . same for antifa etc . it is part of,Not HS,0
2061,muslims always plagiarise  copy and twist other people's work just like mohammad who copied then twisted the ot .,muslims always plagiarise copy and twist other people's work just like mohammad who copied then twisted the ot .,Explicit HS,1
2062,wants america white again w / white supremacist support . refuses 2 disavow trump 4 klan ' 16,wants america white again w / white supremacist support . refuses 2 disavow trump 4 klan ' 16,Implicit HS,2
2063,if you really are white  why do you hate the idea of whites having a permanent co,if you really are white why do you hate the idea of whites having a permanent co,Not HS,0
2064,white lives matter is described as racist ? damm . ( not surprised  just being ironic ),white lives matter is described as racist ? damm . ( not surprised just being ironic ),Not HS,0
2065,ethnic dutch a minority in big cities  so how do they integrate ? via,ethnic dutch a minority in big cities so how do they integrate ? via,Not HS,0
2066,are you sure you're not a racist ? i wasn't but i keep being told i am ..,are you sure you're not a racist ? i wasn't but i keep being told i am ..,Not HS,0
2067,' holocaust ' debate / comments / news real estate developer  holocaust survivor joseph wilf dies : ...,' holocaust ' debate / comments / news real estate developer holocaust survivor joseph wilf dies : ...,Not HS,0
2068,words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,words like socialist etc don't matter but cheating and falsehood of jews are not tolerable worldwide ; this is not germany .,Implicit HS,2
2069,in an industry of smart  spergy whites & asians  it wld be remarkable if there weren't dissident rightists .,in an industry of smart spergy whites & asians it wld be remarkable if there weren't dissident rightists .,Not HS,0
2070,liberal white guilt will bring about the end of the white race  and not wanting that to happen makes you a racist .,liberal white guilt will bring about the end of the white race and not wanting that to happen makes you a racist .,Implicit HS,2
2071,optics are the most important . everyone knows this .,optics are the most important . everyone knows this .,Not HS,0
2072,afro-jew biracial man sues museum over anti-semitic  racist and offensive painting | more :,afro-jew biracial man sues museum over anti-semitic racist and offensive painting | more :,Not HS,0
2073,audio : joins ww guest host to talk about the russian jet that was shot down over turkey .,audio : joins ww guest host to talk about the russian jet that was shot down over turkey .,Not HS,0
2074,: icymi : robert robb : obama to blame for administrative amnesty controversy #immigration #afire, : icymi : robert robb : obama to blame for administrative amnesty controversy immigration afire,Not HS,0
2075,will you please sign petition to end genocide in south africa and rt thanks !,will you please sign petition to end genocide in south africa and rt thanks !,Not HS,0
2076,since it was black cop that killed a black suspect in #milwaukee i am not sure how or why the race card is played,since it was black cop that killed a black suspect in milwaukee i am not sure how or why the race card is played,Not HS,0
2077,what the fuhrer said about jew communists came to pass. they are the parasites of the earth.,what the fuhrer said about jew communists came to pass. they are the parasites of the earth.,Implicit HS,2
2078,not sure how i'm a coward . please provide an additional meme to waspplain it to me .,not sure how i'm a coward . please provide an additional meme to waspplain it to me .,Not HS,0
2079,i couldnt care less about pre-history . the white race - mine - is the most advanced people ever to walk the earth,i couldnt care less about pre-history . the white race - mine - is the most advanced people ever to walk the earth,Implicit HS,2
2080,how else are you going to make white people breed outside their race ? majority of whites do not,how else are you going to make white people breed outside their race ? majority of whites do not,Implicit HS,2
2081,ya i'm sure & you did say tea party = kkk and called kkk racist . but whatevs bye felicia,ya i'm sure & you did say tea party = kkk and called kkk racist . but whatevs bye felicia,Implicit HS,2
2082,if you donate just <number> pound a month . . . you can help us make another advert with sad looking african children in it .,if you donate just <number> pound a month . . . you can help us make another advert with sad looking african children in it .,Implicit HS,2
2083,you bet usa needs borders ! we need to protect us jobs / citizens  stop passing drugs etc ! ! trump will get a wall !,you bet usa needs borders ! we need to protect us jobs / citizens stop passing drugs etc ! ! trump will get a wall !,Implicit HS,2
2084,We had finished the mass and were beginning to leave the church. A bearded man ran towards the church shouting 'Allahu Akbar' (God is greatest) and killed four people.,we had finished the mass and were beginning to leave the church. a bearded man ran towards the church shouting 'allahu akbar' (god is greatest) and killed four people.,Implicit HS,2
2085,allowing more potential criminals to add to existing ones is racist ? did you misunderstand me or the meaning of racist ?,allowing more potential criminals to add to existing ones is racist ? did you misunderstand me or the meaning of racist ?,Implicit HS,2
2086,arizona is ground zero for illegal immigration battle #afire #tcot #teaparty #immigration,arizona is ground zero for illegal immigration battle afire tcot teaparty immigration,Implicit HS,2
2087," rt : how do you reconcile your view with the koran commanding  "" kill the """," rt : how do you reconcile your view with the koran commanding "" kill the """,Implicit HS,2
2088,nah  part of movement conservatism was invoking a vague non-denominational christianity that was pro-life,nah part of movement conservatism was invoking a vague non-denominational christianity that was pro-life,Not HS,0
2089,when is called a racist by white liberals ? we won the war .,when is called a racist by white liberals ? we won the war .,Not HS,0
2090," i'm the kind of a sws any black persons resisting racial injustice =  "" race baitor  divisive  blm  anti white  hater  "" "" . """," i'm the kind of a sws any black persons resisting racial injustice = "" race baitor divisive blm anti white hater "" "" . """,Not HS,0
2091,"no amnesty, for any illegal.","no amnesty, for any illegal.",Implicit HS,2
2092,president trumo paid a higher tax rate than obama . democrats you are beyond stupid and petty !,president trumo paid a higher tax rate than obama . democrats you are beyond stupid and petty !,Not HS,0
2093,"usa,uk,fr,spn,itl,rus, spray pig blood over isis areas,bullets,mosques towns,water wells,mosquito spray truck 4 disbursement! fear","usa,uk,fr,spn,itl,rus, spray pig blood over isis areas,bullets,mosques towns,water wells,mosquito spray truck 4 disbursement! fear",Implicit HS,2
2094,great go make your white homeland there .,great go make your white homeland there .,Not HS,0
2095,so #maxinewaters  was heather heyer a racist even though she murdered by a racist while protesting racism  just because she was white ?,so maxinewaters was heather heyer a racist even though she murdered by a racist while protesting racism just because she was white ?,Not HS,0
2096,isn't it amazing those white men are protecting mostly black and latino babies,isn't it amazing those white men are protecting mostly black and latino babies,Not HS,0
2097,that's right ! to white nationalist ...,that's right ! to white nationalist ...,Not HS,0
2098,waah  such fragile little white snowflakes,waah such fragile little white snowflakes,Implicit HS,2
2099,you're not white .,you're not white .,Not HS,0
2100,again i ask where's your outrage for your fellow white folk,again i ask where's your outrage for your fellow white folk,Not HS,0
2101,heil hitler and long live ns,heil hitler and long live ns,Explicit HS,1
2102,kumar bishwas may join bjp soon after being targeted by islamic fundamentalists,kumar bishwas may join bjp soon after being targeted by islamic fundamentalists,Not HS,0
2103,white house messaging on amnesty deal shifts after conservative criticism via,white house messaging on amnesty deal shifts after conservative criticism via,Not HS,0
2104,... i don't hate much . i have a few resentments i'm working through . but  i hate  i hate the kkk .,... i don't hate much . i have a few resentments i'm working through . but i hate i hate the kkk .,Not HS,0
2105,people have been combing over video frame by frame on youtu,people have been combing over video frame by frame on youtu,Not HS,0
2106,"Why is Mexico so bad at the Olympics? Because every mexican that can run, jump and climb is allready on the U.S.A","why is mexico so bad at the olympics? because every mexican that can run, jump and climb is allready on the u.s.a",Implicit HS,2
2107,other than running people over with cars,other than running people over with cars,Not HS,0
2108,i think that separatism is a guise for race war . this white collective is out of rational fear . 1/2,i think that separatism is a guise for race war . this white collective is out of rational fear . 1/2,Implicit HS,2
2109,zimbabwe set to give white farmers 90 days to vacate their farms via,zimbabwe set to give white farmers 90 days to vacate their farms via,Not HS,0
2110,identity america sounds good,identity america sounds good,Not HS,0
2111,israeli zionists jews control white west,israeli zionists jews control white west,Not HS,0
2112,whose gonna determine who is racist ? i'm asking for some white guys and some bl,whose gonna determine who is racist ? i'm asking for some white guys and some bl,Not HS,0
2113,obama administrations tentative pledge to clamp down on sanctuary cities hampered by fatal flaw,obama administrations tentative pledge to clamp down on sanctuary cities hampered by fatal flaw,Not HS,0
2114,just a white box :,just a white box :,Not HS,0
2115,"  "" they accumulated "" "" that's a joke ! what non-whites are fed by activists to keep their power . """," "" they accumulated "" "" that's a joke ! what non-whites are fed by activists to keep their power . """,Implicit HS,2
2116,comments on this are hysterical . two different worlds collided at charlottesville .,comments on this are hysterical . two different worlds collided at charlottesville .,Not HS,0
2117,this is by a white guy that was born & raised in da hood .,this is by a white guy that was born & raised in da hood .,Not HS,0
2118,"no,you are saying those who studied,worked hard to enter usa legally are not only dumb but stupid2.cheats will be rewarded with citizenship","no,you are saying those who studied,worked hard to enter usa legally are not only dumb but stupid2.cheats will be rewarded with citizenship",Implicit HS,2
2119,15 yo white danish girl blinded by african muslims in racially motivated hate crime | read more : via,15 yo white danish girl blinded by african muslims in racially motivated hate crime | read more : via,Implicit HS,2
2120,a brief look at your page signifies to me you are a typical right wing white,a brief look at your page signifies to me you are a typical right wing white,Not HS,0
2121,What does a redneck girl say when she meets her first lover? Hi dad!,what does a redneck girl say when she meets her first lover? hi dad!,Implicit HS,2
2122,Please Hurry UUUUUUUPPPP!! #LockThemUp,please hurry uuuuuuupppp!! lockthemup,Implicit HS,2
2123,satej patil  son of bihar governor dy patil trails by 2970 votes in kolhapur south against bjp's amal mahadik #decision2014,satej patil son of bihar governor dy patil trails by 2970 votes in kolhapur south against bjp's amal mahadik decision2014,Not HS,0
2124,: same old propaganda machine mt us will lunch airstrikes agnst muslims ( majority casualties,: same old propaganda machine mt us will lunch airstrikes agnst muslims ( majority casualties,Not HS,0
2125,not sure the president really micromanages every street rally tho  specifically how today would you wan,not sure the president really micromanages every street rally tho specifically how today would you wan,Not HS,0
2126,the racial order of prisons : via #prison,the racial order of prisons : via prison,Not HS,0
2127,im white and im a happy gal .. does that mean im racist and a supremist ?,im white and im a happy gal .. does that mean im racist and a supremist ?,Implicit HS,2
2128,michelle obama goes on racist tirade against white men at womens conference in pennsylvania,michelle obama goes on racist tirade against white men at womens conference in pennsylvania,Implicit HS,2
2129,what if we had plants to help make left look even more stupid and hateful ? holding signs sure to upset folks !,what if we had plants to help make left look even more stupid and hateful ? holding signs sure to upset folks !,Not HS,0
2130,"stop chasing every anti-gun activist that moseys on by & keep your eye on the target, goofballs.","stop chasing every anti-gun activist that moseys on by & keep your eye on the target, goofballs.",Implicit HS,2
2131,happy mother's day to all the loving  hard-working #aryan moms out there . we are fighting for you ! #whitepride,happy mother's day to all the loving hard-working aryan moms out there . we are fighting for you ! whitepride,Implicit HS,2
2132,jack donovan drops corporate #redpill,jack donovan drops corporate redpill,Not HS,0
2133,all illegals have lowered our pay and taken alot of american jobs. they should be deported. stop protecting or lose funding.,all illegals have lowered our pay and taken alot of american jobs. they should be deported. stop protecting or lose funding.,Implicit HS,2
2134,blue and black or white and gold ?,blue and black or white and gold ?,Not HS,0
2135,white protester attacked in #ferguson negrogeddon,white protester attacked in ferguson negrogeddon,Implicit HS,2
2136,mark weber : the jewish role in the bolshevik revolution and soviet regime via,mark weber : the jewish role in the bolshevik revolution and soviet regime via,Not HS,0
2137,no amnesty no daca yes deportation,no amnesty no daca yes deportation,Implicit HS,2
2138,wondering which black president the kkk likes the least . bill or obama . crooked,wondering which black president the kkk likes the least . bill or obama . crooked,Not HS,0
2139,he is ranting because the alt-lite has collapsed . the alt-right is being proven right about civic nationalism ...,he is ranting because the alt-lite has collapsed . the alt-right is being proven right about civic nationalism ...,Implicit HS,2
2140,> a uniquely american people & history . globalists hate the south because it is american . we're all southrons .,> a uniquely american people & history . globalists hate the south because it is american . we're all southrons .,Implicit HS,2
2141,bachmann : will use loophole to pass immigration in the house via,bachmann : will use loophole to pass immigration in the house via,Implicit HS,2
2142,close down the borders!! allow non government working class to watch them,close down the borders!! allow non government working class to watch them,Implicit HS,2
2143,live new orleans louisianan confederate rally may 7 2017 antifa on the way,live new orleans louisianan confederate rally may 7 2017 antifa on the way,Not HS,0
2144,the democrats have become the party of the non-white & anti-white  even the #aflcio can't save them . #usa,the democrats have become the party of the non-white & anti-white even the aflcio can't save them . usa,Implicit HS,2
2145,according to the #white house  june is lgbt pride month . i'm a white southern christian . can i be proud of that ?,according to the white house june is lgbt pride month . i'm a white southern christian . can i be proud of that ?,Implicit HS,2
2146,qatar : muslim cleric prays for allah to kill the jews,qatar : muslim cleric prays for allah to kill the jews,Not HS,0
2147,now you have ' white guilt ' debates and anti-white agitation all over your country  blm  antifa etc . wish you lots of fun with that .,now you have ' white guilt ' debates and anti-white agitation all over your country blm antifa etc . wish you lots of fun with that .,Implicit HS,2
2148,give us a hint . video of cruz and rubio waist deep in foam ?,give us a hint . video of cruz and rubio waist deep in foam ?,Not HS,0
2149,but .. but .. the white is the master race ! ! how can this be .. ughhhh . see the irony pal ?,but .. but .. the white is the master race ! ! how can this be .. ughhhh . see the irony pal ?,Not HS,0
2150,not know crap about family values. yhvh will throw these bunch of pharisees in hell.#frcdcistonedeaftojesus,not know crap about family values. yhvh will throw these bunch of pharisees in hell.frcdcistonedeaftojesus,Explicit HS,1
2151,muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who d,muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who d,Implicit HS,2
2152,"they'll be easy to spot.no, wait!","they'll be easy to spot.no, wait!",Implicit HS,2
2153,. wow - a minute ago i was irrelevant and now i'm making you look bad! what's next? zionists moved your shoes?,. wow - a minute ago i was irrelevant and now i'm making you look bad! what's next? zionists moved your shoes?,Implicit HS,2
2154,brit-pos tara also posted hers awhile back ~ the dubious dna surprisingly has no south asi,brit-pos tara also posted hers awhile back ~ the dubious dna surprisingly has no south asi,Not HS,0
2155,should we be surprised ? ! unless a man openly declares for the white race  you can be sure he isn't ! and trump isn't !,should we be surprised ? ! unless a man openly declares for the white race you can be sure he isn't ! and trump isn't !,Not HS,0
2156,behind mongrelization of white,behind mongrelization of white,Implicit HS,2
2157,he was not very brilliant  why delhi voted for him was due to bizarre combination of situations it seems .,he was not very brilliant why delhi voted for him was due to bizarre combination of situations it seems .,Not HS,0
2158,theres only the white side grow up what isn't white duh ! ! !,theres only the white side grow up what isn't white duh ! ! !,Implicit HS,2
2159,couldn't find a white baby huh ?,couldn't find a white baby huh ?,Not HS,0
2160,obama receiving a nobel prize reduced that award to meaningless hunk of lead !,obama receiving a nobel prize reduced that award to meaningless hunk of lead !,Implicit HS,2
2161,jewish suffering versus black and other suffering ! ! : what follows is a letter i just received with a link to a ...,jewish suffering versus black and other suffering ! ! : what follows is a letter i just received with a link to a ...,Not HS,0
2162,cair we all know what and who you are - it isn't islamophobic when they really are trying to kill you ! #banshariah,cair we all know what and who you are - it isn't islamophobic when they really are trying to kill you ! banshariah,Implicit HS,2
2163,Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.,why do sumo wrestlers shave their legs? so that people don't confuse them for feminists.,Implicit HS,2
2164,white nationalist  do not hate other races  we wish only to separate ourselves from them  to preserve our heritage  culture and identity,white nationalist do not hate other races we wish only to separate ourselves from them to preserve our heritage culture and identity,Implicit HS,2
2165,every american as long as your skin is white ?,every american as long as your skin is white ?,Not HS,0
2166,"approx half muslms today result of inbreeding, perhaps this why they are """"hell bent"""" on destroying christian based west? inbreed = low iq.","approx half muslms today result of inbreeding, perhaps this why they are """"hell bent"""" on destroying christian based west? inbreed = low iq.",Implicit HS,2
2167,jewish harvard professor noel ignatiev wants to abolish the white race via,jewish harvard professor noel ignatiev wants to abolish the white race via,Implicit HS,2
2168,number 1 lad they sure are mad,number 1 lad they sure are mad,Not HS,0
2169,italian always use all methods to stall devpt & investment in india,italian always use all methods to stall devpt & investment in india,Not HS,0
2170,called for biblical gay death penalty  explain your pro-life hate to gay teen braeden,called for biblical gay death penalty explain your pro-life hate to gay teen braeden,Not HS,0
2171,scores of people believe the martian is based on a true story via,scores of people believe the martian is based on a true story via,Not HS,0
2172,this is a comprehensive interactive map of every hate-crime hoax for the past 2-1 / 2 years .,this is a comprehensive interactive map of every hate-crime hoax for the past 2-1 / 2 years .,Not HS,0
2173,ted cruzs wife heidi on task force which wrote building a north american community report aimed at abolishing america via,ted cruzs wife heidi on task force which wrote building a north american community report aimed at abolishing america via,Not HS,0
2174,jews mock white people all the time so i know they have a sense of humor . they should love this . too funny :),jews mock white people all the time so i know they have a sense of humor . they should love this . too funny :),Implicit HS,2
2175," rt #icymi #mustread  "" houston we have a problemand a constitution ! "" "" #4houston5 """," rt icymi mustread "" houston we have a problemand a constitution ! "" "" 4houston5 """,Not HS,0
2176,love the new swag  books  and accessories - you're def doing your part to #makeamericagreatagain,love the new swag books and accessories - you're def doing your part to makeamericagreatagain,Not HS,0
2177,canada has a strong national identity thats welcoming to immigrants and makes immigrants want to assimilate,canada has a strong national identity thats welcoming to immigrants and makes immigrants want to assimilate,Not HS,0
2178,because shooting 500 people would definitely not be an indicator of that .,because shooting 500 people would definitely not be an indicator of that .,Not HS,0
2179,however  apparently you can't even show me where the quran prohibits violence . and u say islam is peaceful ?,however apparently you can't even show me where the quran prohibits violence . and u say islam is peaceful ?,Implicit HS,2
2180,and now the reporter or whatever he is says white women are racist because they bump into him !,and now the reporter or whatever he is says white women are racist because they bump into him !,Not HS,0
2181,"Why does Beyoncé always sing ""To the left, to the left"" Because black people have no rights.","why does beyoncé always sing ""to the left, to the left"" because black people have no rights.",Implicit HS,2
2182,the meltdown milo triggered at berkeley was very positive for the altright as well .,the meltdown milo triggered at berkeley was very positive for the altright as well .,Not HS,0
2183,"neanderthals were way ahead of negroes. whites carry many neanderthal genes. blacks, none.","neanderthals were way ahead of negroes. whites carry many neanderthal genes. blacks, none.",Implicit HS,2
2184,obama met with ceos 5x . staff met w / business 10x . they've met with ice agents 0x . #immigration,obama met with ceos 5x . staff met w / business 10x . they've met with ice agents 0x . immigration,Not HS,0
2185,dr . sandy christiansen  w / on w / discussing impact of #hcr on prc movement : #prolife,dr . sandy christiansen w / on w / discussing impact of hcr on prc movement : prolife,Not HS,0
2186,we don't want your anti-white hate in our state .,we don't want your anti-white hate in our state .,Implicit HS,2
2187,i genuinely feel the family's pain . and agree with tweet . no immigrants  no accidents . how dare these immigrants bring their accidents here ?,i genuinely feel the family's pain . and agree with tweet . no immigrants no accidents . how dare these immigrants bring their accidents here ?,Implicit HS,2
